"CYR_Keyfield","Date","CYR","Season","Month","JDay","Time","Site","area_sampled","num","den","temp","DO","pH","sal","prop_sg","ave_tt","ave_hw","sed_depth","water_depth","bottom_canopy","fCYR","fSeason","fSite","DateTime","Time2","DoY","ToD"
"C-2012-1-24-15","2012-01-24",2012,"DRY",1,2550,"1899-12-31 12:37:00",15,3,0,0,23.66,6.77,8.86,25.46,0.178181818181818,13.6,1.1,64,78,NA,"2012","DRY","15",1899-12-31 12:37:00,"12:37",365,12.6166666666667
"C-2012-1-24-16","2012-01-24",2012,"DRY",1,2550,"1899-12-31 12:16:00",16,3,0,0,23.92,6.58,8.69,25.4,0.543589743589744,53,0,56,84,NA,"2012","DRY","16",1899-12-31 12:16:00,"12:16",365,12.2666666666667
"C-2012-1-24-17","2012-01-24",2012,"DRY",1,2550,"1899-12-31 11:56:00",17,3,0,0,23.61,5.44,8.69,25.28,0.080373831775701,2.1,2.2,51,92,NA,"2012","DRY","17",1899-12-31 11:56:00,"11:56",365,11.9333333333333
"C-2012-1-24-18","2012-01-24",2012,"DRY",1,2550,"1899-12-31 11:07:00",18,3,0,0,23.15,5.24,8.64,24.44,0.606382978723404,0,57,4,83,NA,"2012","DRY","18",1899-12-31 11:07:00,"11:07",365,11.1166666666667
"C-2012-1-24-19","2012-01-24",2012,"DRY",1,2550,"1899-12-31 10:43:00",19,3,0,0,22.9,6.25,8.53,23.8,0.830687830687831,0,78.5,18,86,NA,"2012","DRY","19",1899-12-31 10:43:00,"10:43",365,10.7166666666667
"C-2012-1-24-20","2012-01-24",2012,"DRY",1,2550,"1899-12-31 10:18:00",20,3,0,0,22.86,7.07,8.79,22.08,0.337278106508876,0.5,28,37,91,NA,"2012","DRY","20",1899-12-31 10:18:00,"10:18",365,10.3
"C-2012-1-24-21","2012-01-24",2012,"DRY",1,2550,"1899-12-31 09:56:00",21,3,0,0,22.56,8.15,8.84,15.03,0.383606557377049,0.1,35,51,71,NA,"2012","DRY","21",1899-12-31 09:56:00,"09:56",365,9.93333333333333
"C-2012-1-24-22","2012-01-24",2012,"DRY",1,2550,"1899-12-31 09:34:00",22,3,0,0,22.23,7.4,8.8,15.73,0.625668449197861,0,58.5,22,73,NA,"2012","DRY","22",1899-12-31 09:34:00,"09:34",365,9.56666666666667
"C-2012-1-24-23","2012-01-24",2012,"DRY",1,2550,"1899-12-31 09:16:00",23,3,0,0,22.05,7.43,8.88,16.75,0.476439790575916,0,45.5,32,68,NA,"2012","DRY","23",1899-12-31 09:16:00,"09:16",365,9.26666666666667
"C-2012-1-24-24","2012-01-24",2012,"DRY",1,2550,"1899-12-31 08:58:00",24,3,0,0,21.71,7.1,8.77,19.1,0.438674033149171,2.2,37.5,73,62,NA,"2012","DRY","24",1899-12-31 08:58:00,"08:58",365,8.96666666666667
"C-2012-1-24-25","2012-01-24",2012,"DRY",1,2550,"1899-12-31 08:37:00",25,3,0,0,21.46,6.25,8.73,22.48,0.0826347305389221,0.3,6.6,24,63,NA,"2012","DRY","25",1899-12-31 08:37:00,"08:37",365,8.61666666666667
"C-2012-1-24-26","2012-01-24",2012,"DRY",1,2550,"1899-12-31 08:10:00",26,3,0,0,21.61,4.97,8.3,23.35,0.33551912568306,0.2,30.5,66,48,NA,"2012","DRY","26",1899-12-31 08:10:00,"08:10",365,8.16666666666667
"C-2012-1-25-1","2012-01-25",2012,"DRY",1,2551,"1899-12-31 09:20:00",1,3,0,0,22.81,5.27,8.96,29.45,0.583333333333333,30.5,22,78,80,NA,"2012","DRY","1",1899-12-31 09:20:00,"09:20",365,9.33333333333333
"C-2012-1-25-2","2012-01-25",2012,"DRY",1,2551,"1899-12-31 09:53:00",2,3,0,0,22.62,5.93,8.8,26.35,0.892086330935252,0,62,44,86,NA,"2012","DRY","2",1899-12-31 09:53:00,"09:53",365,9.88333333333333
"C-2012-1-25-3","2012-01-25",2012,"DRY",1,2551,"1899-12-31 10:29:00",3,3,0,0,23.46,6.68,8.86,28.58,0.390374331550802,32.5,4,79,83,NA,"2012","DRY","3",1899-12-31 10:29:00,"10:29",365,10.4833333333333
"C-2012-1-25-4","2012-01-25",2012,"DRY",1,2551,"1899-12-31 10:52:00",4,3,0,0,23.36,6.12,8.79,28.58,0.04375,0.2,4,11,85,NA,"2012","DRY","4",1899-12-31 10:52:00,"10:52",365,10.8666666666667
"C-2012-1-25-5","2012-01-25",2012,"DRY",1,2551,"1899-12-31 11:15:00",5,3,0,0,23.58,6.92,8.61,26.24,0.690909090909091,0.5,56.5,14,95,NA,"2012","DRY","5",1899-12-31 11:15:00,"11:15",365,11.25
"C-2012-1-25-6","2012-01-25",2012,"DRY",1,2551,"1899-12-31 12:00:00",6,3,0,0,24.21,9.86,8.84,25.5,0.309574468085106,0.1,29,53,68,NA,"2012","DRY","6",1899-12-31 12:00:00,"12:00",365,12
"C-2012-1-25-7","2012-01-25",2012,"DRY",1,2551,"1899-12-31 12:30:00",7,3,0,0,23.07,6.3,8.55,27.22,0.91005291005291,0,86,48,66,NA,"2012","DRY","7",1899-12-31 12:30:00,"12:30",365,12.5
"C-2012-1-25-8","2012-01-25",2012,"DRY",1,2551,"1899-12-31 13:04:00",8,3,0,0,24.31,6.33,8.47,29,0.109941520467836,0.6,8.8,3,52,NA,"2012","DRY","8",1899-12-31 13:04:00,"13:04",365,13.0666666666667
"C-2012-1-26-10","2012-01-26",2012,"DRY",1,2552,"1899-12-31 09:02:00",10,3,0,0,22.13,4.57,8.99,28.95,0.346596858638743,32.5,0.6,8,35,NA,"2012","DRY","10",1899-12-31 09:02:00,"09:02",365,9.03333333333333
"C-2012-1-26-11","2012-01-26",2012,"DRY",1,2552,"1899-12-31 09:19:00",11,3,0,0,22.26,5.12,8.97,28.95,0.265979381443299,24.5,1.3,32,59,NA,"2012","DRY","11",1899-12-31 09:19:00,"09:19",365,9.31666666666667
"C-2012-1-26-12","2012-01-26",2012,"DRY",1,2552,"1899-12-31 09:44:00",12,3,0,0,22.34,6.14,8.84,28.46,0.32,10.9,18.7,10,85,NA,"2012","DRY","12",1899-12-31 09:44:00,"09:44",365,9.73333333333333
"C-2012-1-26-13","2012-01-26",2012,"DRY",1,2552,"1899-12-31 10:07:00",13,3,0,0,22.64,5.87,9.08,28.34,0.605347593582888,33.6,23,48,64,NA,"2012","DRY","13",1899-12-31 10:07:00,"10:07",365,10.1166666666667
"C-2012-1-26-14","2012-01-26",2012,"DRY",1,2552,"1899-12-31 10:33:00",14,3,0,0,22.89,7.32,8.98,27.06,0.499408284023669,36,6.2,93,85,NA,"2012","DRY","14",1899-12-31 10:33:00,"10:33",365,10.55
"C-2012-1-26-9","2012-01-26",2012,"DRY",1,2552,"1899-12-31 08:38:00",9,3,0,0,21.74,4.53,8.92,28.75,0.0588235294117647,3.9,0.1,22,48,NA,"2012","DRY","9",1899-12-31 08:38:00,"08:38",365,8.63333333333333
"C-2012-8-14-39","2012-08-14",2012,"WET",8,2753,"1899-12-31 13:05:00",39,3,0,0,36.06,8.41,12.52,19.17,0.0916666666666667,0,2.2,59,55,1906,"2012","WET","39",1899-12-31 13:05:00,"13:05",365,13.0833333333333
"C-2012-8-14-40","2012-08-14",2012,"WET",8,2753,"1899-12-31 12:29:00",40,3,0,0,32.13,6.11,12.11,19.76,0.328767123287671,23.5,0.5,65,55,1620.8,"2012","WET","40",1899-12-31 12:29:00,"12:29",365,12.4833333333333
"C-2012-8-14-41","2012-08-14",2012,"WET",8,2753,"1899-12-31 11:47:00",41,3,0,0,31.72,5.09,11.95,19.93,0.238709677419355,10.5,0.6,53,47,1748.4,"2012","WET","41",1899-12-31 11:47:00,"11:47",365,11.7833333333333
"C-2012-8-14-42","2012-08-14",2012,"WET",8,2753,"1899-12-31 11:19:00",42,3,0,0,31.5,3.33,11.85,20.78,0.0129496402877698,0.9,0,97,57,1188,"2012","WET","42",1899-12-31 11:19:00,"11:19",365,11.3166666666667
"C-2012-8-14-43","2012-08-14",2012,"WET",8,2753,"1899-12-31 10:47:00",43,3,1,0.333333333333333,30.65,4.3,11.79,20.96,0.397701149425287,16.7,0.6,126,51,1339.8,"2012","WET","43",1899-12-31 10:47:00,"10:47",365,10.7833333333333
"C-2012-8-14-44","2012-08-14",2012,"WET",8,2753,"1899-12-31 10:18:00",44,3,0,0,30.08,4.26,11.89,20.69,0.36078431372549,3.6,19.5,126,45,1497.4,"2012","WET","44",1899-12-31 10:18:00,"10:18",365,10.3
"C-2012-8-14-45","2012-08-14",2012,"WET",8,2753,"1899-12-31 09:44:00",45,3,9,3,33.07,5.46,11.95,27.25,0.217894736842105,20.5,0.2,61,63,1072.7,"2012","WET","45",1899-12-31 09:44:00,"09:44",365,9.73333333333333
"C-2012-8-14-46","2012-08-14",2012,"WET",8,2753,"1899-12-31 09:21:00",46,3,0,0,32.87,5.93,11.88,27.01,0.325465838509317,25,1.2,4,47,1041.5,"2012","WET","46",1899-12-31 09:21:00,"09:21",365,9.35
"C-2012-8-14-47","2012-08-14",2012,"WET",8,2753,"1899-12-31 08:30:00",47,3,9,3,29.76,2.72,11.52,27.15,0.189304812834225,17.5,0.2,45,75,409.3,"2012","WET","47",1899-12-31 08:30:00,"08:30",365,8.5
"C-2012-8-15-34","2012-08-15",2012,"WET",8,2754,"1899-12-31 10:15:00",34,3,0,0,31.2,3.02,7.7,15.08,0.89,7.3,11,66,75,1256,"2012","WET","34",1899-12-31 10:15:00,"10:15",365,10.25
"C-2012-8-15-35","2012-08-15",2012,"WET",8,2754,"1899-12-31 09:33:00",35,3,0,0,30.33,4.23,7.58,14.73,0.55378051948052,1.63,41,43,80,860.1,"2012","WET","35",1899-12-31 09:33:00,"09:33",365,9.55
"C-2012-8-16-31","2012-08-16",2012,"WET",8,2755,"1899-12-31 12:19:00",31,3,0,0,31.23,9.85,7.74,10.71,0.246,0.12,6.03,89,64,1485,"2012","WET","31",1899-12-31 12:19:00,"12:19",365,12.3166666666667
"C-2012-8-16-32","2012-08-16",2012,"WET",8,2755,"1899-12-31 11:19:00",32,3,0,0,31.6,7.69,8,12.13,0.719173553719008,0.01,43.5,48,72,1360,"2012","WET","32",1899-12-31 11:19:00,"11:19",365,11.3166666666667
"C-2012-8-16-33","2012-08-16",2012,"WET",8,2755,"1899-12-31 10:46:00",33,3,0,0,30.98,4.7,7.85,12.6,0.418591549295775,0.72,29,43,98,1356,"2012","WET","33",1899-12-31 10:46:00,"10:46",365,10.7666666666667
"C-2012-8-16-36","2012-08-16",2012,"WET",8,2755,"1899-12-31 09:45:00",36,3,0,0,31.32,3.38,7.73,18.28,0.265312719326406,2.1833,9.8,33,82,864,"2012","WET","36",1899-12-31 09:45:00,"09:45",365,9.75
"C-2012-8-16-37","2012-08-16",2012,"WET",8,2755,"1899-12-31 10:11:00",37,3,3,1,31.52,4.55,7.81,16.5,0.164166666666667,5.125,8.665,43,84,1068,"2012","WET","37",1899-12-31 10:11:00,"10:11",365,10.1833333333333
"C-2012-8-16-38","2012-08-16",2012,"WET",8,2755,"1899-12-31 08:34:00",38,3,0,0,32.09,1.36,7.68,21.75,0.541503759398496,0.76,35.25,92,59,536,"2012","WET","38",1899-12-31 08:34:00,"08:34",365,8.56666666666667
"C-2012-8-17-20","2012-08-17",2012,"WET",8,2756,"1899-12-31 13:57:00",20,3,1,0.333333333333333,31.88,12.64,8.36,8.09,0.294267515923567,0.1,23,37,68,1793.7,"2012","WET","20",1899-12-31 13:57:00,"13:57",365,13.95
"C-2012-8-17-21","2012-08-17",2012,"WET",8,2756,"1899-12-31 13:24:00",21,3,0,0,NA,6.69,7.81,8.9,0.451948051948052,1.7,33.1,34,56,1738.4,"2012","WET","21",1899-12-31 13:24:00,"13:24",365,13.4
"C-2012-8-17-22","2012-08-17",2012,"WET",8,2756,"1899-12-31 12:59:00",22,3,0,0,31.94,5.5,7.66,8.22,0.51969696969697,1.8,32.5,49,66,1857.9,"2012","WET","22",1899-12-31 12:59:00,"12:59",365,12.9833333333333
"C-2012-8-17-23","2012-08-17",2012,"WET",8,2756,"1899-12-31 12:36:00",23,3,0,0,31.66,4.73,7.55,7.69,0.497637795275591,0.6,31,38,69,1635.4,"2012","WET","23",1899-12-31 12:36:00,"12:36",365,12.6
"C-2012-8-17-24","2012-08-17",2012,"WET",8,2756,"1899-12-31 12:08:00",24,3,2,0.666666666666667,31.28,7.15,7.6,8.05,0.448366013071895,3.3,31,53,66,1657.7,"2012","WET","24",1899-12-31 12:08:00,"12:08",365,12.1333333333333
"C-2012-8-17-25","2012-08-17",2012,"WET",8,2756,"1899-12-31 11:20:00",25,3,0,0,30.73,5.17,7.66,7.83,0.376470588235294,0,9.6,29,83,1459.3,"2012","WET","25",1899-12-31 11:20:00,"11:20",365,11.3333333333333
"C-2012-8-17-26","2012-08-17",2012,"WET",8,2756,"1899-12-31 10:52:00",26,3,0,0,31.83,8.23,8.2,13.45,0.8,0,49.6,69,81,1361.3,"2012","WET","26",1899-12-31 10:52:00,"10:52",365,10.8666666666667
"C-2012-8-17-27","2012-08-17",2012,"WET",8,2756,"1899-12-31 10:26:00",27,3,0,0,29.74,6.21,7.87,8.05,0.766233766233766,0.5,58.5,28,80,1146.5,"2012","WET","27",1899-12-31 10:26:00,"10:26",365,10.4333333333333
"C-2012-8-17-28","2012-08-17",2012,"WET",8,2756,"1899-12-31 09:57:00",28,3,0,0,29.75,4.27,7.98,12.43,0.477049180327869,0.6,28.5,27,94,797.5,"2012","WET","28",1899-12-31 09:57:00,"09:57",365,9.95
"C-2012-8-17-29","2012-08-17",2012,"WET",8,2756,"1899-12-31 09:28:00",29,3,0,0,30.21,2.5,7.71,13.18,0.403225806451613,1,24,11,82,222.7,"2012","WET","29",1899-12-31 09:28:00,"09:28",365,9.46666666666667
"C-2012-8-17-30","2012-08-17",2012,"WET",8,2756,"1899-12-31 08:53:00",30,3,0,0,29.27,5.69,7.98,14.01,0.569934640522876,1.1,42.5,46,79,646.4,"2012","WET","30",1899-12-31 08:53:00,"08:53",365,8.88333333333333
"C-2012-8-18-13","2012-08-18",2012,"WET",8,2757,"1899-12-31 13:22:00",13,3,0,0,30.36,5.85,8.02,13.01,0.4,2.7,27.5,22,78,1569.7,"2012","WET","13",1899-12-31 13:22:00,"13:22",365,13.3666666666667
"C-2012-8-18-14","2012-08-18",2012,"WET",8,2757,"1899-12-31 12:36:00",14,3,0,0,30.14,5.48,8.05,12.38,0.467484662576687,2.6,35.5,52,83,253.8,"2012","WET","14",1899-12-31 12:36:00,"12:36",365,12.6
"C-2012-8-18-15","2012-08-18",2012,"WET",8,2757,"1899-12-31 12:08:00",15,3,1,0.333333333333333,30.29,5.36,7.94,13.56,0.247540983606557,15.1,0,66,94,237.9,"2012","WET","15",1899-12-31 12:08:00,"12:08",365,12.1333333333333
"C-2012-8-18-16","2012-08-18",2012,"WET",8,2757,"1899-12-31 11:41:00",16,3,0,0,29.95,4.49,7.86,13.03,0.228965517241379,1.5,15.1,72,85,776.7,"2012","WET","16",1899-12-31 11:41:00,"11:41",365,11.6833333333333
"C-2012-8-18-17","2012-08-18",2012,"WET",8,2757,"1899-12-31 11:14:00",17,3,0,0,29.74,3.27,7.74,12.61,0.326136363636364,21.1,7.6,44,106,850.9,"2012","WET","17",1899-12-31 11:14:00,"11:14",365,11.2333333333333
"C-2012-8-18-18","2012-08-18",2012,"WET",8,2757,"1899-12-31 10:37:00",18,3,0,0,28.9,3.17,7.38,3.34,0.0959459459459459,0,7.1,19,79,599.5,"2012","WET","18",1899-12-31 10:37:00,"10:37",365,10.6166666666667
"C-2012-8-18-19","2012-08-18",2012,"WET",8,2757,"1899-12-31 10:03:00",19,3,0,0,29.31,3.4,7.66,6.87,0.0380952380952381,0.2,1.7,13,71,940.9,"2012","WET","19",1899-12-31 10:03:00,"10:03",365,10.05
"C-2012-8-20-10","2012-08-20",2012,"WET",8,2759,"1899-12-31 12:32:00",10,3,0,0,31.6,7.78,8.13,13.9,0.772058823529412,19,33.5,52,85,936.6,"2012","WET","10",1899-12-31 12:32:00,"12:32",365,12.5333333333333
"C-2012-8-20-11","2012-08-20",2012,"WET",8,2759,"1899-12-31 12:10:00",11,3,0,0,31.03,6.59,8.06,13.3,0.599999580419874,10.6,18,63,81,874.7,"2012","WET","11",1899-12-31 12:10:00,"12:10",365,12.1666666666667
"C-2012-8-20-12","2012-08-20",2012,"WET",8,2759,"1899-12-31 11:06:00",12,3,0,0,30.19,3.94,7.72,11.53,0.531935847154007,10.5333,23.3333,58,81,514.2,"2012","WET","12",1899-12-31 11:06:00,"11:06",365,11.1
"C-2012-8-20-7","2012-08-20",2012,"WET",8,2759,"1899-12-31 14:43:00",7,3,0,0,32.22,8.42,8.22,18.97,0.617886752593982,12.5,14.6429,51,53,1860.7,"2012","WET","7",1899-12-31 14:43:00,"14:43",365,14.7166666666667
"C-2012-8-20-8","2012-08-20",2012,"WET",8,2759,"1899-12-31 13:42:00",8,3,0,0,32.51,9.85,8.26,16.82,0.246969696969697,2.625,7.5625,2,58,1838.7,"2012","WET","8",1899-12-31 13:42:00,"13:42",365,13.7
"C-2012-8-20-9","2012-08-20",2012,"WET",8,2759,"1899-12-31 13:02:00",9,3,0,0,31.76,7.31,8.12,15.1,0.75929203539823,9.9,33,14,75,1058.5,"2012","WET","9",1899-12-31 13:02:00,"13:02",365,13.0333333333333
"C-2012-8-21-1","2012-08-21",2012,"WET",8,2760,"1899-12-31 15:29:00",1,3,0,0,33.18,9.17,8.27,22.08,0.580740740740741,1.1,38.1,127,63,2019,"2012","WET","1",1899-12-31 15:29:00,"15:29",365,15.4833333333333
"C-2012-8-21-2","2012-08-21",2012,"WET",8,2760,"1899-12-31 14:39:00",2,3,0,0,32.48,6.11,8.08,20.19,0.439310344827586,0.62,37.6,32,95,1506.2,"2012","WET","2",1899-12-31 14:39:00,"14:39",365,14.65
"C-2012-8-21-3","2012-08-21",2012,"WET",8,2760,"1899-12-31 14:05:00",3,3,0,0,32.56,9.1,8.28,20.57,0.632352941176471,23.5,19.5,43,75,2569,"2012","WET","3",1899-12-31 14:05:00,"14:05",365,14.0833333333333
"C-2012-8-21-4","2012-08-21",2012,"WET",8,2760,"1899-12-31 13:38:00",4,3,1,0.333333333333333,32.29,6.42,8.17,20.71,0.649734513274336,12.51,24.2,3,85,1872.7,"2012","WET","4",1899-12-31 13:38:00,"13:38",365,13.6333333333333
"C-2012-8-21-5","2012-08-21",2012,"WET",8,2760,"1899-12-31 12:47:00",5,3,0,0,32.21,4.22,7.93,17.68,0.0238394557823129,0.0222,1.73,22,83,1515.9,"2012","WET","5",1899-12-31 12:47:00,"12:47",365,12.7833333333333
"C-2012-8-21-6","2012-08-21",2012,"WET",8,2760,"1899-12-31 11:45:00",6,3,0,0,32.42,6.52,8.13,19.1,0.0833333333333333,0,5,53,60,2328,"2012","WET","6",1899-12-31 11:45:00,"11:45",365,11.75
"C-2013-3-10-37","2013-03-10",2013,"DRY",3,2961,"1899-12-31 14:37:00",37,3,0,0,21.7,8.41,8.26,22.29,0.462068965517241,0,6.7,57,51,883.7,"2013","DRY","37",1899-12-31 14:37:00,"14:37",365,14.6166666666667
"C-2013-3-10-38","2013-03-10",2013,"DRY",3,2961,"1899-12-31 13:32:00",38,3,0,0,21.3,8.74,8.22,20.1,NA,NA,NA,86,74,1532,"2013","DRY","38",1899-12-31 13:32:00,"13:32",365,13.5333333333333
"C-2013-3-10-39","2013-03-10",2013,"DRY",3,2961,"1899-12-31 13:07:00",39,3,0,0,20.8,8.27,8.25,23.03,0.453658536585366,9.3,9.3,67,103,1972.9,"2013","DRY","39",1899-12-31 13:07:00,"13:07",365,13.1166666666667
"C-2013-3-10-40","2013-03-10",2013,"DRY",3,2961,"1899-12-31 12:29:00",40,3,0,0,20.7,8.31,8.21,31.3,0.0825806451612903,3.2,3.2,54,101,690.6,"2013","DRY","40",1899-12-31 12:29:00,"12:29",365,12.4833333333333
"C-2013-3-10-41","2013-03-10",2013,"DRY",3,2961,"1899-12-31 12:00:00",41,3,0,0,20.5,8.04,8.29,31.71,0.430769230769231,16.8,16.8,63,89,1719.9,"2013","DRY","41",1899-12-31 12:00:00,"12:00",365,12
"C-2013-3-10-42","2013-03-10",2013,"DRY",3,2961,"1899-12-31 11:31:00",42,3,0,0,20.2,7.77,8.3,32.71,0,0,0,93,101,1016.2,"2013","DRY","42",1899-12-31 11:31:00,"11:31",365,11.5166666666667
"C-2013-3-10-43","2013-03-10",2013,"DRY",3,2961,"1899-12-31 10:58:00",43,3,0,0,19.6,7.43,8.23,32.02,0.0141176470588235,0.6,0.6,47,90,1808.3,"2013","DRY","43",1899-12-31 10:58:00,"10:58",365,10.9666666666667
"C-2013-3-10-44","2013-03-10",2013,"DRY",3,2961,"1899-12-31 10:32:00",44,3,0,0,19.6,7.54,8.26,31.97,0.57875,18.52,18.52,111,81,339,"2013","DRY","44",1899-12-31 10:32:00,"10:32",365,10.5333333333333
"C-2013-3-10-45","2013-03-10",2013,"DRY",3,2961,"1899-12-31 09:57:00",45,3,0,0,19.5,7.37,8.25,32.36,0,0,0,127,75,253.9,"2013","DRY","45",1899-12-31 09:57:00,"09:57",365,9.95
"C-2013-3-10-46","2013-03-10",2013,"DRY",3,2961,"1899-12-31 09:31:00",46,3,0,0,19.3,7.33,8.22,32.39,0.314285714285714,5.5,5.5,4,83,209.8,"2013","DRY","46",1899-12-31 09:31:00,"09:31",365,9.51666666666667
"C-2013-3-10-47","2013-03-10",2013,"DRY",3,2961,"1899-12-31 08:51:00",47,3,0,0,19.2,6.75,8.16,32.61,0,0,0,68,123,98.74,"2013","DRY","47",1899-12-31 08:51:00,"08:51",365,8.85
"C-2013-3-11-26","2013-03-11",2013,"DRY",3,2962,"1899-12-31 09:35:00",26,3,0,0,20.5,6.3,8.12,26.62,0.0803149606299213,0,5.1,73,72,168.9,"2013","DRY","26",1899-12-31 09:35:00,"09:35",365,9.58333333333333
"C-2013-3-11-27","2013-03-11",2013,"DRY",3,2962,"1899-12-31 10:00:00",27,3,0,0,20.8,6.64,8.22,26.76,0.555102040816327,6.2,21,83,100,1307.6,"2013","DRY","27",1899-12-31 10:00:00,"10:00",365,10
"C-2013-3-11-28","2013-03-11",2013,"DRY",3,2962,"1899-12-31 10:22:00",28,3,0,0,20.8,6.85,8.32,26.74,0.746031746031746,0,23.5,28,118,559.8,"2013","DRY","28",1899-12-31 10:22:00,"10:22",365,10.3666666666667
"C-2013-3-11-29","2013-03-11",2013,"DRY",3,2962,"1899-12-31 11:07:00",29,3,0,0,20.9,6.63,8.31,26.85,0.528301886792453,0,28,27,118,489.6,"2013","DRY","29",1899-12-31 11:07:00,"11:07",365,11.1166666666667
"C-2013-3-11-30","2013-03-11",2013,"DRY",3,2962,"1899-12-31 11:35:00",30,3,4,1.33333333333333,21.2,7.09,8.35,27.34,0.578947368421053,0.5,32.5,46,115,1149.9,"2013","DRY","30",1899-12-31 11:35:00,"11:35",365,11.5833333333333
"C-2013-3-11-31","2013-03-11",2013,"DRY",3,2962,"1899-12-31 12:02:00",31,3,0,0,21.4,6.53,8.26,27.97,0.175,0,7,37,98,845.3,"2013","DRY","31",1899-12-31 12:02:00,"12:02",365,12.0333333333333
"C-2013-3-11-32","2013-03-11",2013,"DRY",3,2962,"1899-12-31 12:51:00",32,3,0,0,21.6,7.04,8.25,27.33,0.764705882352941,0,26,27,102,1146.8,"2013","DRY","32",1899-12-31 12:51:00,"12:51",365,12.85
"C-2013-3-11-33","2013-03-11",2013,"DRY",3,2962,"1899-12-31 13:20:00",33,3,0,0,21.4,6.56,8.2,26.17,0.735042735042735,0,43,52,68,1584.3,"2013","DRY","33",1899-12-31 13:20:00,"13:20",365,13.3333333333333
"C-2013-3-11-34","2013-03-11",2013,"DRY",3,2962,"1899-12-31 13:41:00",34,3,0,0,21.6,6.93,8.22,26,0.47,0.6,13.5,24,96,873.4,"2013","DRY","34",1899-12-31 13:41:00,"13:41",365,13.6833333333333
"C-2013-3-11-35","2013-03-11",2013,"DRY",3,2962,"1899-12-31 14:08:00",35,3,0,0,21.6,6.93,8.17,23.54,0.153846153846154,0,7,52,73,738.4,"2013","DRY","35",1899-12-31 14:08:00,"14:08",365,14.1333333333333
"C-2013-3-11-36","2013-03-11",2013,"DRY",3,2962,"1899-12-31 14:33:00",36,3,0,0,22,8.17,8.3,21.99,0.511627906976744,0,22,35,68,1088.7,"2013","DRY","36",1899-12-31 14:33:00,"14:33",365,14.55
"C-2013-3-12-15","2013-03-12",2013,"DRY",3,2963,"1899-12-31 09:52:00",15,3,0,0,21.8,6.4,8.12,27.71,0.786206896551724,7.2,38.4,83,70,347.8,"2013","DRY","15",1899-12-31 09:52:00,"09:52",365,9.86666666666667
"C-2013-3-12-16","2013-03-12",2013,"DRY",3,2963,"1899-12-31 10:30:00",16,3,0,0,22.1,6.76,8.08,27.67,0.636585365853658,1.2,24.9,29,65,373,"2013","DRY","16",1899-12-31 10:30:00,"10:30",365,10.5
"C-2013-3-12-17","2013-03-12",2013,"DRY",3,2963,"1899-12-31 10:56:00",17,3,0,0,22.1,6.57,8.02,27.68,0.509302325581395,10,11.9,29,110,670,"2013","DRY","17",1899-12-31 10:56:00,"10:56",365,10.9333333333333
"C-2013-3-12-18","2013-03-12",2013,"DRY",3,2963,"1899-12-31 11:35:00",18,3,0,0,22.2,7.72,8.33,28.3,0.565217391304348,0,45.5,45,93,975.1,"2013","DRY","18",1899-12-31 11:35:00,"11:35",365,11.5833333333333
"C-2013-3-12-19","2013-03-12",2013,"DRY",3,2963,"1899-12-31 12:05:00",19,3,0,0,22.4,7.21,8.28,27.44,0.39247311827957,0,36.5,12,103,1187.1,"2013","DRY","19",1899-12-31 12:05:00,"12:05",365,12.0833333333333
"C-2013-3-12-20","2013-03-12",2013,"DRY",3,2963,"1899-12-31 12:40:00",20,3,0,0,22.5,7.52,8.17,26.86,0.757142857142857,0,26.5,62,65,334.3,"2013","DRY","20",1899-12-31 12:40:00,"12:40",365,12.6666666666667
"C-2013-3-12-21","2013-03-12",2013,"DRY",3,2963,"1899-12-31 13:23:00",21,3,0,0,22.8,7.35,8.35,26.7,0.472222222222222,0,29.5,47,68,899.4,"2013","DRY","21",1899-12-31 13:23:00,"13:23",365,13.3833333333333
"C-2013-3-12-22","2013-03-12",2013,"DRY",3,2963,"1899-12-31 13:49:00",22,3,0,0,22.9,7.56,8.3,26.66,0.723404255319149,0,32.5,46,68,403,"2013","DRY","22",1899-12-31 13:49:00,"13:49",365,13.8166666666667
"C-2013-3-12-23","2013-03-12",2013,"DRY",3,2963,"1899-12-31 14:16:00",23,3,0,0,22.8,7.02,8.18,26.63,0.638805970149254,0,20.9,63,62,23.02,"2013","DRY","23",1899-12-31 14:16:00,"14:16",365,14.2666666666667
"C-2013-3-12-24","2013-03-12",2013,"DRY",3,2963,"1899-12-31 14:43:00",24,3,0,0,23.2,7.3,8.13,26.47,0.552,0,34.5,42,73,142.3,"2013","DRY","24",1899-12-31 14:43:00,"14:43",365,14.7166666666667
"C-2013-3-12-25","2013-03-12",2013,"DRY",3,2963,"1899-12-31 15:15:00",25,3,0,0,23,7.03,8.06,26.61,0.291860465116279,0,19.6,37,65,539.4,"2013","DRY","25",1899-12-31 15:15:00,"15:15",365,15.25
"C-2013-3-13-10","2013-03-13",2013,"DRY",3,2964,"1899-12-31 12:11:00",10,3,2,0.666666666666667,22.1,6.58,8.03,31.83,0.351048951048951,4.1,21,33,98,1086.1,"2013","DRY","10",1899-12-31 12:11:00,"12:11",365,12.1833333333333
"C-2013-3-13-11","2013-03-13",2013,"DRY",3,2964,"1899-12-31 12:43:00",11,3,0,0,22.5,6.49,8.03,31.8,0.421052631578947,7,29,53,75,808.3,"2013","DRY","11",1899-12-31 12:43:00,"12:43",365,12.7166666666667
