Date,DoY,CYR,WYR,Season,Month,Day,Site,area_sampled,common_name,species,occur,total_count,temp,sal,water_depth
9/12/2015,255,2015,2016,WET,9,12,18,3,Gulf Toadfish,Opsanus beta,0,0,31.9,9.91,52
9/12/2015,255,2015,2016,WET,9,12,19,3,Gulf Toadfish,Opsanus beta,0,0,31.8,13.79,65
9/12/2015,255,2015,2016,WET,9,12,20,3,Gulf Toadfish,Opsanus beta,0,0,31.6,13.17,75
9/12/2015,255,2015,2016,WET,9,12,21,3,Gulf Toadfish,Opsanus beta,0,0,31.1,15.43,80
9/12/2015,255,2015,2016,WET,9,12,22,3,Gulf Toadfish,Opsanus beta,0,0,31.5,15.11,80
9/12/2015,255,2015,2016,WET,9,12,23,3,Gulf Toadfish,Opsanus beta,0,0,31.8,16.39,76
9/12/2015,255,2015,2016,WET,9,12,24,3,Gulf Toadfish,Opsanus beta,0,0,32,19.72,75
9/12/2015,255,2015,2016,WET,9,12,25,3,Gulf Toadfish,Opsanus beta,0,0,31.6,20.7,85
9/12/2015,255,2015,2016,WET,9,12,26,3,Gulf Toadfish,Opsanus beta,0,0,31.1,20.18,85
9/12/2015,255,2015,2016,WET,9,12,27,3,Gulf Toadfish,Opsanus beta,0,0,30.8,19.69,78
9/12/2015,255,2015,2016,WET,9,12,28,3,Gulf Toadfish,Opsanus beta,0,0,30.3,19.19,97
9/12/2015,255,2015,2016,WET,9,12,29,3,Gulf Toadfish,Opsanus beta,0,0,30.3,19.06,85
9/12/2015,255,2015,2016,WET,9,12,30,3,Gulf Toadfish,Opsanus beta,0,0,30.4,19.06,86
9/14/2015,257,2015,2016,WET,9,14,10,3,Gulf Toadfish,Opsanus beta,0,0,30.4,20.96,65
9/14/2015,257,2015,2016,WET,9,14,11,3,Gulf Toadfish,Opsanus beta,0,0,31.6,20.7,68
9/14/2015,257,2015,2016,WET,9,14,12,3,Gulf Toadfish,Opsanus beta,0,0,30.8,19.35,80
9/14/2015,257,2015,2016,WET,9,14,13,3,Gulf Toadfish,Opsanus beta,0,0,31,19.97,87
9/14/2015,257,2015,2016,WET,9,14,14,3,Gulf Toadfish,Opsanus beta,1,1,30.5,20.19,100
9/14/2015,257,2015,2016,WET,9,14,15,3,Gulf Toadfish,Opsanus beta,0,0,30.5,23.46,74
9/14/2015,257,2015,2016,WET,9,14,16,3,Gulf Toadfish,Opsanus beta,0,0,30.9,23.61,73
9/14/2015,257,2015,2016,WET,9,14,17,3,Gulf Toadfish,Opsanus beta,0,0,30.5,23.64,95
9/14/2015,257,2015,2016,WET,9,14,8,3,Gulf Toadfish,Opsanus beta,0,0,32,22.56,35
9/14/2015,257,2015,2016,WET,9,14,9,3,Gulf Toadfish,Opsanus beta,0,0,32.1,21.57,64
9/16/2015,259,2015,2016,WET,9,16,1,3,Gulf Toadfish,Opsanus beta,0,0,29.3,28.35,105
9/16/2015,259,2015,2016,WET,9,16,2,3,Gulf Toadfish,Opsanus beta,0,0,28.9,23.68,100
9/16/2015,259,2015,2016,WET,9,16,3,3,Gulf Toadfish,Opsanus beta,0,0,28.7,24.88,95
9/16/2015,259,2015,2016,WET,9,16,4,3,Gulf Toadfish,Opsanus beta,1,2,28.4,26.48,121
9/16/2015,259,2015,2016,WET,9,16,5,3,Gulf Toadfish,Opsanus beta,0,0,28.2,21.69,115
9/16/2015,259,2015,2016,WET,9,16,6,3,Gulf Toadfish,Opsanus beta,0,0,27.9,20.49,90
9/16/2015,259,2015,2016,WET,9,16,7,3,Gulf Toadfish,Opsanus beta,0,0,27.6,25.58,80
3/20/2016,80,2016,2016,DRY,3,20,42,3,Gulf Toadfish,Opsanus beta,0,0,27.2,28.82,67
3/20/2016,80,2016,2016,DRY,3,20,43,3,Gulf Toadfish,Opsanus beta,0,0,27.4,28,50
3/20/2016,80,2016,2016,DRY,3,20,44,3,Gulf Toadfish,Opsanus beta,0,0,26.3,26.71,53
3/20/2016,80,2016,2016,DRY,3,20,45,3,Gulf Toadfish,Opsanus beta,0,0,27,28.12,62
3/20/2016,80,2016,2016,DRY,3,20,46,3,Gulf Toadfish,Opsanus beta,0,0,26.9,26.42,52
3/20/2016,80,2016,2016,DRY,3,20,47,3,Gulf Toadfish,Opsanus beta,0,0,26,26.48,85
3/24/2016,84,2016,2016,DRY,3,24,35,3,Gulf Toadfish,Opsanus beta,0,0,24.6,10.51,80
3/24/2016,84,2016,2016,DRY,3,24,36,3,Gulf Toadfish,Opsanus beta,0,0,24.4,10.25,75
3/24/2016,84,2016,2016,DRY,3,24,37,3,Gulf Toadfish,Opsanus beta,0,0,24,9.62,90
3/24/2016,84,2016,2016,DRY,3,24,38,3,Gulf Toadfish,Opsanus beta,0,0,23.7,7.88,100
3/24/2016,84,2016,2016,DRY,3,24,39,3,Gulf Toadfish,Opsanus beta,0,0,23.7,8.76,95
3/24/2016,84,2016,2016,DRY,3,24,40,3,Gulf Toadfish,Opsanus beta,0,0,23.1,17.71,87
3/24/2016,84,2016,2016,DRY,3,24,41,3,Gulf Toadfish,Opsanus beta,1,1,23.2,20.01,72
3/28/2016,88,2016,2016,DRY,3,28,28,3,Gulf Toadfish,Opsanus beta,0,0,29.3,13.7,85
3/28/2016,88,2016,2016,DRY,3,28,29,3,Gulf Toadfish,Opsanus beta,1,1,29.9,14.04,81
3/28/2016,88,2016,2016,DRY,3,28,30,3,Gulf Toadfish,Opsanus beta,0,0,29.5,17.7,80
3/28/2016,88,2016,2016,DRY,3,28,31,3,Gulf Toadfish,Opsanus beta,0,0,28.4,17.07,77
3/28/2016,88,2016,2016,DRY,3,28,32,3,Gulf Toadfish,Opsanus beta,0,0,28.7,17.2,75
3/28/2016,88,2016,2016,DRY,3,28,33,3,Gulf Toadfish,Opsanus beta,0,0,28.3,18.55,76
3/28/2016,88,2016,2016,DRY,3,28,34,3,Gulf Toadfish,Opsanus beta,0,0,28.2,17.99,57
3/29/2016,89,2016,2016,DRY,3,29,24,3,Gulf Toadfish,Opsanus beta,0,0,29.2,8.06,63
3/29/2016,89,2016,2016,DRY,3,29,25,3,Gulf Toadfish,Opsanus beta,0,0,29.5,10.56,61
3/29/2016,89,2016,2016,DRY,3,29,26,3,Gulf Toadfish,Opsanus beta,0,0,29.9,15.89,83
3/29/2016,89,2016,2016,DRY,3,29,27,3,Gulf Toadfish,Opsanus beta,0,0,28.6,15.19,30
4/5/2016,96,2016,2016,DRY,4,5,14,3,Gulf Toadfish,Opsanus beta,0,0,27.2,16.97,60
4/5/2016,96,2016,2016,DRY,4,5,15,3,Gulf Toadfish,Opsanus beta,1,1,25.3,16.39,67
4/5/2016,96,2016,2016,DRY,4,5,16,3,Gulf Toadfish,Opsanus beta,0,0,26.1,18.57,64
4/5/2016,96,2016,2016,DRY,4,5,17,3,Gulf Toadfish,Opsanus beta,0,0,25.9,18.74,75
4/5/2016,96,2016,2016,DRY,4,5,18,3,Gulf Toadfish,Opsanus beta,0,0,26.1,13.54,63
4/5/2016,96,2016,2016,DRY,4,5,19,3,Gulf Toadfish,Opsanus beta,1,1,26,15.42,80
4/5/2016,96,2016,2016,DRY,4,5,20,3,Gulf Toadfish,Opsanus beta,1,1,24.6,12.71,96
4/5/2016,96,2016,2016,DRY,4,5,21,3,Gulf Toadfish,Opsanus beta,0,0,25.9,13.2,85
4/5/2016,96,2016,2016,DRY,4,5,22,3,Gulf Toadfish,Opsanus beta,0,0,25.7,13.21,92
4/5/2016,96,2016,2016,DRY,4,5,23,3,Gulf Toadfish,Opsanus beta,0,0,25.8,11.92,80
4/7/2016,98,2016,2016,DRY,4,7,10,3,Gulf Toadfish,Opsanus beta,0,0,23.3,22.2,89
4/7/2016,98,2016,2016,DRY,4,7,11,3,Gulf Toadfish,Opsanus beta,1,1,23.9,22.86,83
4/7/2016,98,2016,2016,DRY,4,7,12,3,Gulf Toadfish,Opsanus beta,0,0,22.9,21.48,128
4/7/2016,98,2016,2016,DRY,4,7,13,3,Gulf Toadfish,Opsanus beta,1,1,22.5,20.49,117
4/7/2016,98,2016,2016,DRY,4,7,7,3,Gulf Toadfish,Opsanus beta,0,0,26.1,24.55,38
4/7/2016,98,2016,2016,DRY,4,7,8,3,Gulf Toadfish,Opsanus beta,0,0,24.8,23.45,49
4/7/2016,98,2016,2016,DRY,4,7,9,3,Gulf Toadfish,Opsanus beta,0,0,24.5,22.95,60
4/8/2016,99,2016,2016,DRY,4,8,1,3,Gulf Toadfish,Opsanus beta,1,1,25.5,25.18,95
4/8/2016,99,2016,2016,DRY,4,8,2,3,Gulf Toadfish,Opsanus beta,0,0,25.3,25.54,120
4/8/2016,99,2016,2016,DRY,4,8,3,3,Gulf Toadfish,Opsanus beta,0,0,25.1,25.43,102
4/8/2016,99,2016,2016,DRY,4,8,4,3,Gulf Toadfish,Opsanus beta,0,0,24.6,25.29,96
4/8/2016,99,2016,2016,DRY,4,8,5,3,Gulf Toadfish,Opsanus beta,1,1,24.7,25.01,95
4/8/2016,99,2016,2016,DRY,4,8,6,3,Gulf Toadfish,Opsanus beta,0,0,24.7,23.64,68
9/1/2016,245,2016,2017,WET,9,1,40,3,Gulf Toadfish,Opsanus beta,0,0,30.1,14.17,75
9/1/2016,245,2016,2017,WET,9,1,41,3,Gulf Toadfish,Opsanus beta,0,0,30.4,13.73,90
9/1/2016,245,2016,2017,WET,9,1,42,3,Gulf Toadfish,Opsanus beta,0,0,29.5,13.46,75
9/1/2016,245,2016,2017,WET,9,1,43,3,Gulf Toadfish,Opsanus beta,0,0,29,13.49,105
9/1/2016,245,2016,2017,WET,9,1,44,3,Gulf Toadfish,Opsanus beta,0,0,28.8,12.6,85
9/1/2016,245,2016,2017,WET,9,1,45,3,Gulf Toadfish,Opsanus beta,0,0,28.5,12.27,110
9/1/2016,245,2016,2017,WET,9,1,46,3,Gulf Toadfish,Opsanus beta,0,0,28.5,11.42,90
9/1/2016,245,2016,2017,WET,9,1,47,3,Gulf Toadfish,Opsanus beta,0,0,28,11.06,110
9/14/2016,258,2016,2017,WET,9,14,24,3,Gulf Toadfish,Opsanus beta,0,0,31.7,8.36,55
9/14/2016,258,2016,2017,WET,9,14,25,3,Gulf Toadfish,Opsanus beta,0,0,30.6,8.37,55
9/14/2016,258,2016,2017,WET,9,14,26,3,Gulf Toadfish,Opsanus beta,0,0,31.5,11.69,60
9/14/2016,258,2016,2017,WET,9,14,27,3,Gulf Toadfish,Opsanus beta,0,0,30.5,11.26,65
9/14/2016,258,2016,2017,WET,9,14,28,3,Gulf Toadfish,Opsanus beta,0,0,29.9,9.29,85
9/14/2016,258,2016,2017,WET,9,14,29,3,Gulf Toadfish,Opsanus beta,0,0,29.2,8.88,80
9/14/2016,258,2016,2017,WET,9,14,30,3,Gulf Toadfish,Opsanus beta,0,0,29.6,12.25,100
9/14/2016,258,2016,2017,WET,9,14,31,3,Gulf Toadfish,Opsanus beta,0,0,29.4,10.95,95
9/14/2016,258,2016,2017,WET,9,14,32,3,Gulf Toadfish,Opsanus beta,0,0,29.6,11.27,100
9/14/2016,258,2016,2017,WET,9,14,33,3,Gulf Toadfish,Opsanus beta,0,0,29.1,12.11,105
9/15/2016,259,2016,2017,WET,9,15,14,3,Gulf Toadfish,Opsanus beta,0,0,31.5,12.3,70
9/15/2016,259,2016,2017,WET,9,15,15,3,Gulf Toadfish,Opsanus beta,0,0,30.4,11.37,80
9/15/2016,259,2016,2017,WET,9,15,16,3,Gulf Toadfish,Opsanus beta,0,0,31.3,11.85,60
9/15/2016,259,2016,2017,WET,9,15,17,3,Gulf Toadfish,Opsanus beta,0,0,31,11.66,80
9/15/2016,259,2016,2017,WET,9,15,18,3,Gulf Toadfish,Opsanus beta,0,0,32.1,4.78,55
9/15/2016,259,2016,2017,WET,9,15,19,3,Gulf Toadfish,Opsanus beta,0,0,31.7,6.11,55
9/15/2016,259,2016,2017,WET,9,15,20,3,Gulf Toadfish,Opsanus beta,0,0,28.8,5.69,100
9/15/2016,259,2016,2017,WET,9,15,21,3,Gulf Toadfish,Opsanus beta,0,0,29,7.15,80
9/15/2016,259,2016,2017,WET,9,15,22,3,Gulf Toadfish,Opsanus beta,0,0,30.4,8.87,100
9/15/2016,259,2016,2017,WET,9,15,23,3,Gulf Toadfish,Opsanus beta,0,0,30.2,9.66,95
9/16/2016,260,2016,2017,WET,9,16,10,3,Gulf Toadfish,Opsanus beta,0,0,31.2,13.26,90
9/16/2016,260,2016,2017,WET,9,16,11,3,Gulf Toadfish,Opsanus beta,0,0,31,13.21,75
9/16/2016,260,2016,2017,WET,9,16,12,3,Gulf Toadfish,Opsanus beta,0,0,29.3,12.35,95
9/16/2016,260,2016,2017,WET,9,16,13,3,Gulf Toadfish,Opsanus beta,0,0,30.4,12.6,80
9/16/2016,260,2016,2017,WET,9,16,7,3,Gulf Toadfish,Opsanus beta,0,0,32.1,15.35,65
9/16/2016,260,2016,2017,WET,9,16,8,3,Gulf Toadfish,Opsanus beta,0,0,31.9,15.02,45
9/16/2016,260,2016,2017,WET,9,16,9,3,Gulf Toadfish,Opsanus beta,0,0,31.4,13.48,70
9/17/2016,261,2016,2017,WET,9,17,1,3,Gulf Toadfish,Opsanus beta,0,0,31.8,17.37,100
9/17/2016,261,2016,2017,WET,9,17,2,3,Gulf Toadfish,Opsanus beta,0,0,31.5,15.83,110
9/17/2016,261,2016,2017,WET,9,17,3,3,Gulf Toadfish,Opsanus beta,0,0,32.4,16.6,110
9/17/2016,261,2016,2017,WET,9,17,4,3,Gulf Toadfish,Opsanus beta,0,0,31.9,16.64,80
9/17/2016,261,2016,2017,WET,9,17,5,3,Gulf Toadfish,Opsanus beta,0,0,31.8,16.37,90
9/17/2016,261,2016,2017,WET,9,17,6,3,Gulf Toadfish,Opsanus beta,0,0,31.5,15.23,70
9/2/2016,246,2016,2017,WET,9,2,34,3,Gulf Toadfish,Opsanus beta,0,0,29.4,14.17,90
9/2/2016,246,2016,2017,WET,9,2,35,3,Gulf Toadfish,Opsanus beta,0,0,29.3,13.68,85
9/2/2016,246,2016,2017,WET,9,2,36,3,Gulf Toadfish,Opsanus beta,0,0,29,13.73,90
9/2/2016,246,2016,2017,WET,9,2,37,3,Gulf Toadfish,Opsanus beta,0,0,28.8,13.51,90
9/2/2016,246,2016,2017,WET,9,2,38,3,Gulf Toadfish,Opsanus beta,0,0,28.8,13.46,75
9/2/2016,246,2016,2017,WET,9,2,39,3,Gulf Toadfish,Opsanus beta,0,0,29.5,16.31,84
10/10/2017,283,2017,2018,WET,10,10,12,3,Gulf Toadfish,Opsanus beta,1,1,29.1,14.21,136
10/10/2017,283,2017,2018,WET,10,10,13,3,Gulf Toadfish,Opsanus beta,1,1,28.8,14.53,117
10/10/2017,283,2017,2018,WET,10,10,14,3,Gulf Toadfish,Opsanus beta,1,1,28.6,14.23,93
10/10/2017,283,2017,2018,WET,10,10,15,3,Gulf Toadfish,Opsanus beta,0,0,28.1,13.26,95
10/10/2017,283,2017,2018,WET,10,10,16,3,Gulf Toadfish,Opsanus beta,0,0,28.3,9.58,64
10/10/2017,283,2017,2018,WET,10,10,17,3,Gulf Toadfish,Opsanus beta,0,0,28.1,8.37,73
10/11/2017,284,2017,2018,WET,10,11,1,3,Gulf Toadfish,Opsanus beta,0,0,29,15.18,111
10/11/2017,284,2017,2018,WET,10,11,10,3,Gulf Toadfish,Opsanus beta,0,0,27.4,11.29,58
10/11/2017,284,2017,2018,WET,10,11,11,3,Gulf Toadfish,Opsanus beta,1,2,26.6,11.31,48
10/11/2017,284,2017,2018,WET,10,11,2,3,Gulf Toadfish,Opsanus beta,0,0,29.6,18.05,110
10/11/2017,284,2017,2018,WET,10,11,3,3,Gulf Toadfish,Opsanus beta,0,0,28.7,18.27,93
10/11/2017,284,2017,2018,WET,10,11,7,3,Gulf Toadfish,Opsanus beta,0,0,28.5,5.03,97
10/11/2017,284,2017,2018,WET,10,11,8,3,Gulf Toadfish,Opsanus beta,0,0,28.1,10.03,53
10/11/2017,284,2017,2018,WET,10,11,9,3,Gulf Toadfish,Opsanus beta,1,1,27.9,10.76,65
10/13/2017,286,2017,2018,WET,10,13,4,3,Gulf Toadfish,Opsanus beta,0,0,29.5,11.78,145
10/13/2017,286,2017,2018,WET,10,13,5,3,Gulf Toadfish,Opsanus beta,0,0,30.4,2.18,112
10/13/2017,286,2017,2018,WET,10,13,6,3,Gulf Toadfish,Opsanus beta,0,0,28.7,0.5,75
10/2/2017,275,2017,2018,WET,10,2,43,3,Gulf Toadfish,Opsanus beta,1,2,28.7,20.11,93
10/2/2017,275,2017,2018,WET,10,2,44,3,Gulf Toadfish,Opsanus beta,1,18,28.7,21.3,80
10/2/2017,275,2017,2018,WET,10,2,45,3,Gulf Toadfish,Opsanus beta,1,2,28.6,23.7,114
10/2/2017,275,2017,2018,WET,10,2,46,3,Gulf Toadfish,Opsanus beta,1,1,28.5,23.63,107
10/2/2017,275,2017,2018,WET,10,2,47,3,Gulf Toadfish,Opsanus beta,1,2,28.4,23.59,165
10/6/2017,279,2017,2018,WET,10,6,38,3,Gulf Toadfish,Opsanus beta,0,0,27.1,4.38,120
10/6/2017,279,2017,2018,WET,10,6,39,3,Gulf Toadfish,Opsanus beta,0,0,27.1,5.26,140
10/6/2017,279,2017,2018,WET,10,6,40,3,Gulf Toadfish,Opsanus beta,1,1,26.6,9.67,132
10/6/2017,279,2017,2018,WET,10,6,41,3,Gulf Toadfish,Opsanus beta,1,3,26.5,10.56,123
10/6/2017,279,2017,2018,WET,10,6,42,3,Gulf Toadfish,Opsanus beta,0,0,26.5,12.91,103
10/7/2017,280,2017,2018,WET,10,7,30,3,Gulf Toadfish,Opsanus beta,1,1,28.9,8.38,114
10/7/2017,280,2017,2018,WET,10,7,31,3,Gulf Toadfish,Opsanus beta,0,0,28.7,6.29,123
10/7/2017,280,2017,2018,WET,10,7,32,3,Gulf Toadfish,Opsanus beta,0,0,28.3,7.41,144
10/7/2017,280,2017,2018,WET,10,7,33,3,Gulf Toadfish,Opsanus beta,1,1,28,8.19,147
10/7/2017,280,2017,2018,WET,10,7,34,3,Gulf Toadfish,Opsanus beta,0,0,27.6,8.86,138
10/7/2017,280,2017,2018,WET,10,7,35,3,Gulf Toadfish,Opsanus beta,0,0,27.3,7.7,116
10/7/2017,280,2017,2018,WET,10,7,36,3,Gulf Toadfish,Opsanus beta,0,0,27.1,7.62,98
10/7/2017,280,2017,2018,WET,10,7,37,3,Gulf Toadfish,Opsanus beta,0,0,27,8.01,90
10/8/2017,281,2017,2018,WET,10,8,18,3,Gulf Toadfish,Opsanus beta,0,0,30,1.06,76
10/8/2017,281,2017,2018,WET,10,8,19,3,Gulf Toadfish,Opsanus beta,0,0,29.9,2.1,93
10/8/2017,281,2017,2018,WET,10,8,20,3,Gulf Toadfish,Opsanus beta,0,0,29.8,2.62,112
10/8/2017,281,2017,2018,WET,10,8,21,3,Gulf Toadfish,Opsanus beta,0,0,29.9,3.63,103
10/8/2017,281,2017,2018,WET,10,8,22,3,Gulf Toadfish,Opsanus beta,0,0,29.6,3.99,130
10/8/2017,281,2017,2018,WET,10,8,23,3,Gulf Toadfish,Opsanus beta,0,0,29.3,4.29,120
10/8/2017,281,2017,2018,WET,10,8,24,3,Gulf Toadfish,Opsanus beta,0,0,29,4.16,105
10/8/2017,281,2017,2018,WET,10,8,25,3,Gulf Toadfish,Opsanus beta,0,0,28.8,4.63,111
10/8/2017,281,2017,2018,WET,10,8,26,3,Gulf Toadfish,Opsanus beta,1,1,28.7,5.25,102
10/8/2017,281,2017,2018,WET,10,8,27,3,Gulf Toadfish,Opsanus beta,1,1,28.5,6.3,95
10/8/2017,281,2017,2018,WET,10,8,28,3,Gulf Toadfish,Opsanus beta,0,0,28.6,9.16,118
10/8/2017,281,2017,2018,WET,10,8,29,3,Gulf Toadfish,Opsanus beta,1,2,28.1,9.8,84
3/10/2017,69,2017,2017,DRY,3,10,41,3,Gulf Toadfish,Opsanus beta,0,0,26.6,24.47,54
3/10/2017,69,2017,2017,DRY,3,10,42,3,Gulf Toadfish,Opsanus beta,0,0,24.9,22.69,73
3/10/2017,69,2017,2017,DRY,3,10,43,3,Gulf Toadfish,Opsanus beta,0,0,24.5,21.37,65
3/10/2017,69,2017,2017,DRY,3,10,44,3,Gulf Toadfish,Opsanus beta,1,1,24.1,21.14,65
3/10/2017,69,2017,2017,DRY,3,10,45,3,Gulf Toadfish,Opsanus beta,1,1,23.2,19.87,80
3/10/2017,69,2017,2017,DRY,3,10,46,3,Gulf Toadfish,Opsanus beta,0,0,22.8,18.78,74
3/10/2017,69,2017,2017,DRY,3,10,47,3,Gulf Toadfish,Opsanus beta,0,0,23.1,17.49,90
3/11/2017,70,2017,2017,DRY,3,11,31,3,Gulf Toadfish,Opsanus beta,0,0,25.7,23.44,80
3/11/2017,70,2017,2017,DRY,3,11,32,3,Gulf Toadfish,Opsanus beta,0,0,26.2,23.44,75
3/11/2017,70,2017,2017,DRY,3,11,33,3,Gulf Toadfish,Opsanus beta,0,0,26.1,23.05,79
3/11/2017,70,2017,2017,DRY,3,11,34,3,Gulf Toadfish,Opsanus beta,0,0,25,22.04,95
3/11/2017,70,2017,2017,DRY,3,11,35,3,Gulf Toadfish,Opsanus beta,0,0,25,21.22,97
3/11/2017,70,2017,2017,DRY,3,11,36,3,Gulf Toadfish,Opsanus beta,0,0,24.6,20.41,87
3/11/2017,70,2017,2017,DRY,3,11,37,3,Gulf Toadfish,Opsanus beta,0,0,24.7,21.28,83
3/11/2017,70,2017,2017,DRY,3,11,38,3,Gulf Toadfish,Opsanus beta,0,0,24.9,21.3,90
3/11/2017,70,2017,2017,DRY,3,11,39,3,Gulf Toadfish,Opsanus beta,0,0,23.2,20.81,75
3/11/2017,70,2017,2017,DRY,3,11,40,3,Gulf Toadfish,Opsanus beta,1,2,24.1,19.82,70
3/12/2017,71,2017,2017,DRY,3,12,19,3,Gulf Toadfish,Opsanus beta,0,0,24.6,23.7,65
3/12/2017,71,2017,2017,DRY,3,12,20,3,Gulf Toadfish,Opsanus beta,0,0,24.7,22.74,95
3/12/2017,71,2017,2017,DRY,3,12,22,3,Gulf Toadfish,Opsanus beta,0,0,24.2,21.02,100
3/12/2017,71,2017,2017,DRY,3,12,23,3,Gulf Toadfish,Opsanus beta,0,0,24.2,21.5,90
3/12/2017,71,2017,2017,DRY,3,12,24,3,Gulf Toadfish,Opsanus beta,0,0,24.2,21.1,100
3/12/2017,71,2017,2017,DRY,3,12,25,3,Gulf Toadfish,Opsanus beta,1,1,24.2,20.45,90
3/12/2017,71,2017,2017,DRY,3,12,26,3,Gulf Toadfish,Opsanus beta,0,0,24.4,21.73,85
3/12/2017,71,2017,2017,DRY,3,12,27,3,Gulf Toadfish,Opsanus beta,0,0,24.2,21.68,75
3/12/2017,71,2017,2017,DRY,3,12,29,3,Gulf Toadfish,Opsanus beta,0,0,23.1,20.28,77
3/13/2017,72,2017,2017,DRY,3,13,10,3,Gulf Toadfish,Opsanus beta,1,3,24.8,32.44,88
3/13/2017,72,2017,2017,DRY,3,13,11,3,Gulf Toadfish,Opsanus beta,0,0,24.8,32.12,85
3/13/2017,72,2017,2017,DRY,3,13,12,3,Gulf Toadfish,Opsanus beta,0,0,24.8,31.58,130
3/13/2017,72,2017,2017,DRY,3,13,13,3,Gulf Toadfish,Opsanus beta,1,1,24.6,30.6,100
3/13/2017,72,2017,2017,DRY,3,13,14,3,Gulf Toadfish,Opsanus beta,0,0,24.2,28.98,98
3/13/2017,72,2017,2017,DRY,3,13,15,3,Gulf Toadfish,Opsanus beta,0,0,23.9,27.29,115
3/13/2017,72,2017,2017,DRY,3,13,16,3,Gulf Toadfish,Opsanus beta,0,0,24,26.074,75
3/13/2017,72,2017,2017,DRY,3,13,17,3,Gulf Toadfish,Opsanus beta,1,2,23.8,21.98,78
3/13/2017,72,2017,2017,DRY,3,13,9,3,Gulf Toadfish,Opsanus beta,0,0,26,33.48,70
3/14/2017,73,2017,2017,DRY,3,14,1,3,Gulf Toadfish,Opsanus beta,0,0,25.8,33.2,80
3/14/2017,73,2017,2017,DRY,3,14,2,3,Gulf Toadfish,Opsanus beta,0,0,25.8,32.09,105
3/14/2017,73,2017,2017,DRY,3,14,3,3,Gulf Toadfish,Opsanus beta,0,0,25.8,33.01,85
3/14/2017,73,2017,2017,DRY,3,14,4,3,Gulf Toadfish,Opsanus beta,0,0,25.2,32.62,80
3/14/2017,73,2017,2017,DRY,3,14,5,3,Gulf Toadfish,Opsanus beta,0,0,25.6,32.16,95
3/14/2017,73,2017,2017,DRY,3,14,6,3,Gulf Toadfish,Opsanus beta,0,0,24.8,30.1,80
3/14/2017,73,2017,2017,DRY,3,14,7,3,Gulf Toadfish,Opsanus beta,1,1,25,30.402,70
3/14/2017,73,2017,2017,DRY,3,14,8,3,Gulf Toadfish,Opsanus beta,0,0,23.6,25.7,48
2/26/2018,57,2018,2018,DRY,2,26,41,3,Gulf Toadfish,Opsanus beta,0,0,25.8,25.37,43
2/26/2018,57,2018,2018,DRY,2,26,42,3,Gulf Toadfish,Opsanus beta,0,0,24.5,29.26,53
2/26/2018,57,2018,2018,DRY,2,26,47,3,Gulf Toadfish,Opsanus beta,1,1,24.1,32.12,65
2/27/2018,58,2018,2018,DRY,2,27,38,3,Gulf Toadfish,Opsanus beta,0,0,28.5,27.46,55
2/27/2018,58,2018,2018,DRY,2,27,39,3,Gulf Toadfish,Opsanus beta,0,0,27.3,28.7,90
2/27/2018,58,2018,2018,DRY,2,27,40,3,Gulf Toadfish,Opsanus beta,1,3,27.1,32.13,81
2/27/2018,58,2018,2018,DRY,2,27,43,3,Gulf Toadfish,Opsanus beta,1,1,25.6,32.65,80
2/27/2018,58,2018,2018,DRY,2,27,44,3,Gulf Toadfish,Opsanus beta,1,3,25.7,33.58,65
2/27/2018,58,2018,2018,DRY,2,27,45,3,Gulf Toadfish,Opsanus beta,0,0,24.2,32.4,75
2/27/2018,58,2018,2018,DRY,2,27,46,3,Gulf Toadfish,Opsanus beta,0,0,24.7,33.36,45
2/28/2018,59,2018,2018,DRY,2,28,28,3,Gulf Toadfish,Opsanus beta,0,0,26.7,14.86,57
2/28/2018,59,2018,2018,DRY,2,28,29,3,Gulf Toadfish,Opsanus beta,0,0,26.2,15.12,71
2/28/2018,59,2018,2018,DRY,2,28,30,3,Gulf Toadfish,Opsanus beta,0,0,25.8,15.33,76
2/28/2018,59,2018,2018,DRY,2,28,31,3,Gulf Toadfish,Opsanus beta,0,0,25.4,16.24,80
2/28/2018,59,2018,2018,DRY,2,28,32,3,Gulf Toadfish,Opsanus beta,0,0,24.8,17.55,96
2/28/2018,59,2018,2018,DRY,2,28,33,3,Gulf Toadfish,Opsanus beta,0,0,25.4,20.16,95
2/28/2018,59,2018,2018,DRY,2,28,34,3,Gulf Toadfish,Opsanus beta,0,0,25.7,20.07,106
2/28/2018,59,2018,2018,DRY,2,28,35,3,Gulf Toadfish,Opsanus beta,0,0,24.9,20.4,101
2/28/2018,59,2018,2018,DRY,2,28,36,3,Gulf Toadfish,Opsanus beta,0,0,24.6,20.77,98
2/28/2018,59,2018,2018,DRY,2,28,37,3,Gulf Toadfish,Opsanus beta,0,0,24.8,21.77,76
3/1/2018,60,2018,2018,DRY,3,1,18,3,Gulf Toadfish,Opsanus beta,1,4,25.8,15.67,57
3/1/2018,60,2018,2018,DRY,3,1,19,3,Gulf Toadfish,Opsanus beta,1,1,26.1,13.48,76
3/1/2018,60,2018,2018,DRY,3,1,20,3,Gulf Toadfish,Opsanus beta,0,0,25.5,16.56,103
3/1/2018,60,2018,2018,DRY,3,1,21,3,Gulf Toadfish,Opsanus beta,0,0,25.7,13.05,91
3/1/2018,60,2018,2018,DRY,3,1,22,3,Gulf Toadfish,Opsanus beta,0,0,25.2,12.98,102
