"use_for_analysis","CYR_Keyfield","JDay","Date","DoY","CYR","WYR","Season","Month","Day","Time","Segment","Site","Latitude","Longitude","area_sampled","cat","class","common_name","species","occur","total_count","den","median_count","temp","DO","DO_percent","sal_venice_cat","sal","pH","H2S","water_depth","sed_depth","ave_sav","total_ave_sg","total_ave_ma","prop_sg","prop_ma","ave_tt","ave_hw","ave_sf","ave_rm","SAV_ave_sed_depth","ave_max_canopy_height","bottom_canopy","diet_shrimp","diet_crab","fSeason","fSite","fCYR","Date2","diet_items","fDiet_presence"
"Standard","C-2015-4-1-14",3713,2015-04-01,91,2015,2015,"DRY",4,1,0.409722222222222,"Seg1",14,25.55169,-80.31013,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.8,3.92,54.7,"polyhaline",28.69,8.24,NA,79,50,87,1.5,78.4,0.0172413793103448,0.901149425287356,1.5,0,0,0,21.5,NA,813.6,0,0,"DRY","14","2015",2015-04-01,0,"no food"
"Standard","C-2015-4-1-15",3713,2015-04-01,91,2015,2015,"DRY",4,1,0.388194444444444,"Seg1",15,25.545,-80.31223,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,23.2,7.07,97,"polyhaline",27.51,8.35,NA,72,15,94,15.7,74,0.167021276595745,0.787234042553192,15.7,0,0,0,7.85714285714286,NA,847.5,0,0,"DRY","15","2015",2015-04-01,0,"no food"
"Standard","C-2015-4-1-16",3713,2015-04-01,91,2015,2015,"DRY",4,1,0.364583333333333,"Seg1",16,25.54047,-80.31276,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.3,5.2,71.4,"polyhaline",27.49,8.27,NA,80,15,93.5,50.9,31,0.544385026737968,0.331550802139037,47.5,3.4,0,0,8.75,NA,414.1,0,0,"DRY","16","2015",2015-04-01,0,"no food"
"Standard","C-2015-4-1-17",3713,2015-04-01,91,2015,2015,"DRY",4,1,0.340972222222222,"Seg1",17,25.53711,-80.31344,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.2,4.2,57.5,"polyhaline",27.33,8.3,NA,55,10,86,42.5,30,0.494186046511628,0.348837209302326,42.5,0,0,0,9.44444444444444,NA,294.8,0,0,"DRY","17","2015",2015-04-01,0,"no food"
"Standard","C-2015-4-2-1",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.53125,"Seg1",1,25.62919,-80.28817,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.6,7.59,113.6,"euhaline",32.25,8.38,NA,60,60,88.5,25.6,35.8,0.289265536723164,0.404519774011299,15.5,10.1,0,0,71.5,NA,1928.7,1,0,"DRY","1","2015",2015-04-02,1,"food"
"Standard","C-2015-4-2-2",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.507638888888889,"Seg1",2,25.62379,-80.29922,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.2,3.79,65.3,"euhaline",30.94,8.35,NA,62,50,79.5,38.5,24.6,0.484276729559748,0.309433962264151,18,20.5,0,0,51.5,NA,1290.2,1,0,"DRY","2","2015",2015-04-02,1,"food"
"Standard","C-2015-4-2-3",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.486111111111111,"Seg1",3,25.61746,-80.30167,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.9,4.69,71.2,"euhaline",31.26,8.33,NA,62,33,68.5,36.2,13.7,0.528467153284672,0.2,26.2,10,0,0,80.5,NA,1787.5,0,0,"DRY","3","2015",2015-04-02,0,"no food"
"Standard","C-2015-4-2-4",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.463194444444444,"Seg1",4,25.61579,-80.30273,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.8,10.57,150.1,"euhaline",31.57,8.41,NA,52,5,80.5,15.7,34.2,0.195031055900621,0.424844720496894,3.6,12.1,0,0,21.1111111111111,NA,1612.2,0,0,"DRY","4","2015",2015-04-02,0,"no food"
"Standard","C-2015-4-2-5",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.443055555555556,"Seg1",5,25.61381,-80.30614,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25,3.35,41.1,"euhaline",30.42,8.21,NA,70,25,63,30.6,12.5,0.485714285714286,0.198412698412698,2.1,28.5,0,0,26.5,NA,1588.9,1,0,"DRY","5","2015",2015-04-02,1,"food"
"Standard","C-2015-4-2-7",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.41875,"Seg1",7,25.59482,-80.30801,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.2,5.05,74.4,"euhaline",31.89,8.25,NA,70,60,75,30,33.7,0.4,0.449333333333333,16.5,13.5,0,0,65,NA,1144.6,0,0,"DRY","7","2015",2015-04-02,0,"no food"
"Standard","C-2015-4-2-8",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.364583333333333,"Seg1",8,25.57934,-80.30481,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24,3.22,43.8,"euhaline",31.21,8.17,NA,60,0,77.5,17.6,46.2,0.227096774193548,0.596129032258065,16.5,1.1,0,0,33,NA,626.8,0,0,"DRY","8","2015",2015-04-02,0,"no food"
"Standard","C-2015-4-2-9",3714,2015-04-02,92,2015,2015,"DRY",4,2,0.345833333333333,"Seg1",9,25.57438,-80.30347,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.7,3.17,44.6,"euhaline",30.53,8.27,NA,51,25,47.5,14,13.7,0.294736842105263,0.288421052631579,13.5,0.5,0,0,21,NA,460.8,0,0,"DRY","9","2015",2015-04-02,0,"no food"
"Standard","C-2015-9-10-38",3875,2015-09-10,253,2015,2016,"WET",9,10,0.536111111111111,"Seg2",38,25.46918,-80.34008,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,35.2,15.87,264.3,"polyhaline",24.06,8.14,NA,55,50,25.5,14.5,5.4,0.568627450980392,0.211764705882353,0.5,14,0,0,72.5,NA,1512,3,0,"WET","38","2015",2015-09-10,3,"food"
"Standard","C-2015-9-10-39",3875,2015-09-10,253,2015,2016,"WET",9,10,0.51875,"Seg2",39,25.46552,-80.33733,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,34.4,5.8,97.1,"euhaline",30.41,7.77,NA,72,55,13.5,6.8,3.4,0.503703703703704,0.251851851851852,0.5,6.3,0,0,58.5,NA,1376,25,0,"WET","39","2015",2015-09-10,25,"food"
"Standard","C-2015-9-10-40",3875,2015-09-10,253,2015,2016,"WET",9,10,0.484027777777778,"Seg2",40,25.45877,-80.33723,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,32,8.33,134.3,"polyhaline",29.9,7.92,NA,61,75,74.5,41,14.9,0.550335570469799,0.2,40,1,0,0,75,NA,1459,0,0,"WET","40","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-41",3875,2015-09-10,253,2015,2016,"WET",9,10,0.466666666666667,"Seg2",41,25.4556,-80.33628,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.1,4.8,76.8,"euhaline",30.53,7.74,NA,54,85,69.5,39.6,13.1,0.569784172661871,0.188489208633094,2.1,37.5,0,0,100,NA,1472,0,0,"WET","41","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-42",3875,2015-09-10,253,2015,2016,"WET",9,10,0.448611111111111,"Seg2",42,25.45041,-80.33055,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,5.71,91.4,"euhaline",32.1,7.87,NA,110,60,14.5,1.8,8.6,0.124137931034483,0.593103448275862,1.8,0,0,0,60.625,NA,1311,0,0,"WET","42","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-43",3875,2015-09-10,253,2015,2016,"WET",9,10,0.429166666666667,"Seg2",43,25.44466,-80.33097,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.1,3.74,61.4,"euhaline",33.74,7.74,NA,72,120,71.5,26,29.1,0.363636363636364,0.406993006993007,26,0,0,0,64.5,NA,1312,0,0,"WET","43","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-44",3875,2015-09-10,253,2015,2016,"WET",9,10,0.413888888888889,"Seg2",44,25.44303,-80.33035,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.5,5.34,85.4,"euhaline",34.59,7.87,NA,65,100,74.5,40.5,23,0.543624161073825,0.308724832214765,12.5,28,0,0,96.1111111111111,NA,1181,3,0,"WET","44","2015",2015-09-10,3,"food"
"Standard","C-2015-9-10-45",3875,2015-09-10,253,2015,2016,"WET",9,10,0.39375,"Seg2",45,25.43774,-80.32407,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,5.18,84.9,"euhaline",35.86,7.78,NA,90,85,94.5,27.5,47.1,0.291005291005291,0.498412698412698,27.5,0,0,0,91,NA,622,0,0,"WET","45","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-46",3875,2015-09-10,253,2015,2016,"WET",9,10,0.379166666666667,"Seg2",46,25.43744,-80.3217,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.1,4.16,67.2,"euhaline",35.8,7.74,NA,65,0,69.5,32.5,24.9,0.467625899280576,0.358273381294964,25.5,7,0,0,5.625,NA,794,0,0,"WET","46","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-10-47",3875,2015-09-10,253,2015,2016,"WET",9,10,0.354166666666667,"Seg2",47,25.43716,-80.31934,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.8,2.06,32.8,"euhaline",35.87,7.06,NA,77,28,91.5,37,29.4,0.404371584699454,0.321311475409836,37,0,0,0,51.5,NA,442,0,0,"WET","47","2015",2015-09-10,0,"no food"
"Standard","C-2015-9-11-31",3876,2015-09-11,254,2015,2016,"WET",9,11,0.522222222222222,"Seg2",31,25.49329,-80.3384,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,31.9,6.63,100.6,"polyhaline",18.05,8.04,NA,66,38,87,56,15,0.64367816091954,0.172413793103448,11,45,0,0,41.5,NA,1362.5,2,0,"WET","31","2015",2015-09-11,2,"food"
"Standard","C-2015-9-11-32",3876,2015-09-11,254,2015,2016,"WET",9,11,0.501388888888889,"Seg2",32,25.49021,-80.33994,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,33.4,8.84,136.7,"polyhaline",21.61,8.15,NA,95,32,45,25,10.5,0.555555555555556,0.233333333333333,0,25,0,0,36,NA,1386.3,1,0,"WET","32","2015",2015-09-11,1,"food"
"Standard","C-2015-9-11-33",3876,2015-09-11,254,2015,2016,"WET",9,11,0.48125,"Seg2",33,25.48699,-80.33991,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,5.97,91.2,"polyhaline",19.43,7.92,NA,87,58,69,42,5.1,0.608695652173913,0.0739130434782609,31,11,0,0,60,NA,1710.4,7,0,"WET","33","2015",2015-09-11,7,"food"
"Standard","C-2015-9-11-34",3876,2015-09-11,254,2015,2016,"WET",9,11,0.463888888888889,"Seg2",34,25.48527,-80.33974,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,5.14,77.1,"polyhaline",19.42,7.91,NA,82,47,74.5,47.5,11,0.63758389261745,0.147651006711409,46.5,1,0,0,47.5,NA,1393.4,5,0,"WET","34","2015",2015-09-11,5,"food"
"Standard","C-2015-9-11-35",3876,2015-09-11,254,2015,2016,"WET",9,11,0.443055555555556,"Seg2",35,25.48039,-80.34018,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.5,2.78,43.6,"polyhaline",25.37,7.86,NA,74,71,50.5,40,2.6,0.792079207920792,0.0514851485148515,0.5,39.5,0,0,63,NA,1379.4,1,0,"WET","35","2015",2015-09-11,1,"food"
"Standard","C-2015-9-11-36",3876,2015-09-11,254,2015,2016,"WET",9,11,0.411805555555556,"Seg2",36,25.47985,-80.34032,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.8,4.53,67.6,"polyhaline",27.27,7.9,NA,72,68,43,34,2.8,0.790697674418605,0.0651162790697674,0,34,0,0,60.5,NA,365.9,0,0,"WET","36","2015",2015-09-11,0,"no food"
"Standard","C-2015-9-11-37",3876,2015-09-11,254,2015,2016,"WET",9,11,0.392361111111111,"Seg2",37,25.47713,-80.34028,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,30.2,5.56,82.4,"polyhaline",23.49,7.91,NA,80,43,83.5,36,2.9,0.431137724550898,0.0347305389221557,0,36,0,0,62.5,NA,485.4,0,0,"WET","37","2015",2015-09-11,0,"no food"
"Standard","C-2015-9-12-18",3877,2015-09-12,255,2015,2016,"WET",9,12,0.582638888888889,"Seg2",18,25.53192,-80.32871,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.9,8.04,117.4,"mesohaline",9.91,8.03,NA,52,5,43.5,34.6,2.9,0.795402298850575,0.0666666666666667,0,34.6,0,0,7.5,NA,650,1,0,"WET","18","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-19",3877,2015-09-12,255,2015,2016,"WET",9,12,0.563888888888889,"Seg2",19,25.52547,-80.331,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.8,8.37,120.9,"mesohaline",13.79,8.01,NA,65,18,46.5,32.5,6.3,0.698924731182796,0.135483870967742,0,32,0,0.5,17.5,NA,322,2,0,"WET","19","2015",2015-09-12,2,"food"
"Standard","C-2015-9-12-20",3877,2015-09-12,255,2015,2016,"WET",9,12,0.545138888888889,"Seg2",20,25.51857,-80.3309,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.6,7.32,107.4,"mesohaline",13.17,7.9,NA,75,20,64.5,53,1,0.821705426356589,0.0155038759689922,0,53,0,0,45,NA,450,1,0,"WET","20","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-21",3877,2015-09-12,255,2015,2016,"WET",9,12,0.529861111111111,"Seg2",21,25.51674,-80.33356,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.1,4.77,69.8,"mesohaline",15.43,7.81,NA,80,20,16,9.5,0,0.59375,0,0,9.5,0,0,53,NA,1315,2,0,"WET","21","2015",2015-09-12,2,"food"
"Standard","C-2015-9-12-22",3877,2015-09-12,255,2015,2016,"WET",9,12,0.513888888888889,"Seg2",22,25.51569,-80.33408,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.5,7.03,102.3,"mesohaline",15.11,7.95,NA,80,32,66.5,61.5,0,0.924812030075188,0,0,60.5,0,1,29,NA,1640,2,0,"WET","22","2015",2015-09-12,2,"food"
"Standard","C-2015-9-12-23",3877,2015-09-12,255,2015,2016,"WET",9,12,0.499305555555556,"Seg2",23,25.51447,-80.33474,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.8,13.02,199.6,"mesohaline",16.39,8.13,NA,76,35,64.5,56.5,0.1,0.875968992248062,0.00155038759689922,0,56,0,0.5,29,NA,1331,2,0,"WET","23","2015",2015-09-12,2,"food"
"Standard","C-2015-9-12-24",3877,2015-09-12,255,2015,2016,"WET",9,12,0.477777777777778,"Seg2",24,25.51219,-80.33512,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,32,6.67,109.7,"polyhaline",19.72,8.06,NA,75,60,69,57.5,0.7,0.833333333333333,0.0101449275362319,11,46.5,0,0,34.5,NA,1370,0,0,"WET","24","2015",2015-09-12,0,"no food"
"Standard","C-2015-9-12-25",3877,2015-09-12,255,2015,2016,"WET",9,12,0.461111111111111,"Seg2",25,25.50941,-80.33549,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.6,5.47,83.2,"polyhaline",20.7,8.04,NA,85,27,82.5,68.5,3.3,0.83030303030303,0.04,0,68.5,0,0,49,NA,1514,1,0,"WET","25","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-26",3877,2015-09-12,255,2015,2016,"WET",9,12,0.445138888888889,"Seg2",26,25.50567,-80.33369,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.1,5.44,82,"polyhaline",20.18,8,NA,85,52,57.5,53,1.3,0.921739130434783,0.0226086956521739,1,52,0,0,51.5,NA,1150,0,0,"WET","26","2015",2015-09-12,0,"no food"
"Standard","C-2015-9-12-27",3877,2015-09-12,255,2015,2016,"WET",9,12,0.429861111111111,"Seg2",27,25.50411,-80.33251,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.8,4.81,72.2,"polyhaline",19.69,8.03,NA,78,55,59.5,49.5,2.2,0.831932773109244,0.0369747899159664,36.5,13,0,0,57,NA,128,1,0,"WET","27","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-28",3877,2015-09-12,255,2015,2016,"WET",9,12,0.413194444444444,"Seg2",28,25.50508,-80.33663,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.3,4.46,65.4,"polyhaline",19.19,7.87,NA,97,60,60,51,3.3,0.85,0.055,1.5,49.5,0,0,34,NA,830,1,0,"WET","28","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-29",3877,2015-09-12,255,2015,2016,"WET",9,12,0.398611111111111,"Seg2",29,25.50446,-80.33785,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.3,3.46,51.2,"polyhaline",19.06,7.79,NA,85,15,58.5,46.1,4.8,0.788034188034188,0.0820512820512821,5.1,41,0,0,31.5,NA,670,1,0,"WET","29","2015",2015-09-12,1,"food"
"Standard","C-2015-9-12-30",3877,2015-09-12,255,2015,2016,"WET",9,12,0.377083333333333,"Seg2",30,25.49737,-80.33939,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.4,3.52,51.9,"polyhaline",19.06,7.78,NA,86,15,62,35.2,18.9,0.567741935483871,0.304838709677419,14.7,20.5,0,0,36.6,NA,406,2,0,"WET","30","2015",2015-09-12,2,"food"
"Standard","C-2015-9-14-10",3879,2015-09-14,257,2015,2016,"WET",9,14,0.586111111111111,"Seg1",10,25.56951,-80.30253,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.4,3.58,53.4,"polyhaline",20.96,7.77,NA,65,7,77,49.5,12.3,0.642857142857143,0.15974025974026,33,16.5,0,0,29,NA,805.5,2,0,"WET","10","2015",2015-09-14,2,"food"
"Standard","C-2015-9-14-11",3879,2015-09-14,257,2015,2016,"WET",9,14,0.572916666666667,"Seg1",11,25.56849,-80.30318,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.6,7.83,119,"polyhaline",20.7,7.97,NA,68,22,81.5,44,24.5,0.539877300613497,0.300613496932515,44,0,0,0,22.5,NA,887.2,3,0,"WET","11","2015",2015-09-14,3,"food"
"Standard","C-2015-9-14-12",3879,2015-09-14,257,2015,2016,"WET",9,14,0.533333333333333,"Seg1",12,25.56187,-80.30753,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.8,3.09,46.1,"polyhaline",19.35,7.77,NA,80,43,39,11,13.1,0.282051282051282,0.335897435897436,0,11,0,0,46,NA,853.4,0,0,"WET","12","2015",2015-09-14,0,"no food"
"Standard","C-2015-9-14-13",3879,2015-09-14,257,2015,2016,"WET",9,14,0.518055555555556,"Seg1",13,25.55811,-80.30759,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31,7.09,100.6,"polyhaline",19.97,7.95,NA,87,42,74.5,8,54.6,0.10738255033557,0.732885906040268,8,0,0,0,42,NA,1264.9,3,0,"WET","13","2015",2015-09-14,3,"food"
"Standard","C-2015-9-14-14",3879,2015-09-14,257,2015,2016,"WET",9,14,0.48125,"Seg1",14,25.55157,-80.31017,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,30.5,5.24,79.9,"polyhaline",20.19,7.87,NA,100,51,79,0,65.5,0,0.829113924050633,0,0,0,0,52.5,NA,986.9,6,0,"WET","14","2015",2015-09-14,6,"food"
"Standard","C-2015-9-14-15",3879,2015-09-14,257,2015,2016,"WET",9,14,0.460416666666667,"Seg1",15,25.54509,-80.31248,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.5,5.19,79,"polyhaline",23.46,7.83,NA,74,4,67.5,26.5,29.4,0.392592592592593,0.435555555555556,26.5,0,0,0,13.5,NA,1464.8,0,0,"WET","15","2015",2015-09-14,0,"no food"
"Standard","C-2015-9-14-16",3879,2015-09-14,257,2015,2016,"WET",9,14,0.445833333333333,"Seg1",16,25.54044,-80.3128,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,4.51,68.9,"polyhaline",23.61,7.78,NA,73,4,68,31,25.7,0.455882352941176,0.377941176470588,29.5,1.5,0,0,5.5,NA,1158.5,3,0,"WET","16","2015",2015-09-14,3,"food"
"Standard","C-2015-9-14-17",3879,2015-09-14,257,2015,2016,"WET",9,14,0.428472222222222,"Seg1",17,25.53748,-80.31334,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.5,5.01,76.2,"polyhaline",23.64,7.41,NA,95,5,74.5,54,9.8,0.724832214765101,0.131543624161074,46.5,7.5,0,0,11,NA,824.7,2,0,"WET","17","2015",2015-09-14,2,"food"
"Standard","C-2015-9-14-8",3879,2015-09-14,257,2015,2016,"WET",9,14,0.619444444444444,"Seg1",8,25.57957,-80.30484,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,32,7.82,120.8,"polyhaline",22.56,8,NA,35,0,76.5,19,46,0.248366013071895,0.601307189542484,12,7,0,0,6,NA,822.3,0,0,"WET","8","2015",2015-09-14,0,"no food"
"Standard","C-2015-9-14-9",3879,2015-09-14,257,2015,2016,"WET",9,14,0.602777777777778,"Seg1",9,25.57389,-80.3034,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,32.1,6.54,100.6,"polyhaline",21.57,7.93,NA,64,7,45,26.5,11.6,0.588888888888889,0.257777777777778,26.5,0,0,0,13,NA,835.6,0,0,"WET","9","2015",2015-09-14,0,"no food"
"Standard","C-2015-9-16-1",3881,2015-09-16,259,2015,2016,"WET",9,16,0.575,"Seg1",1,25.62905,-80.28882,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.3,5.63,86.1,"polyhaline",28.35,7.95,NA,105,55,70,42.5,1.5,0.607142857142857,0.0214285714285714,42.5,0,0,0,75.5555555555556,NA,247.9,0,0,"WET","1","2015",2015-09-16,0,"no food"
"Standard","C-2015-9-16-2",3881,2015-09-16,259,2015,2016,"WET",9,16,0.555555555555556,"Seg1",2,25.62358,-80.29912,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.9,6.7,99.5,"polyhaline",23.68,7.94,NA,100,70,86,13.1,23.5,0.152325581395349,0.273255813953488,7.5,4.5,0,1.1,50,NA,340.5,0,0,"WET","2","2015",2015-09-16,0,"no food"
"Standard","C-2015-9-16-3",3881,2015-09-16,259,2015,2016,"WET",9,16,0.540277777777778,"Seg1",3,25.61744,-80.30171,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.7,5.67,84.1,"polyhaline",24.88,7.93,NA,95,70,79,19.7,0,0.249367088607595,0,6.7,13,0,0,81,NA,429.6,1,0,"WET","3","2015",2015-09-16,1,"food"
"Standard","C-2015-9-16-4",3881,2015-09-16,259,2015,2016,"WET",9,16,0.520833333333333,"Seg1",4,25.61585,-80.30276,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,28.4,7.38,109.6,"polyhaline",26.48,8,NA,121,8,75.5,46.1,16.2,0.610596026490066,0.214569536423841,1.6,44.5,0,0,11.5,NA,622.2,0,0,"WET","4","2015",2015-09-16,0,"no food"
"Standard","C-2015-9-16-5",3881,2015-09-16,259,2015,2016,"WET",9,16,0.501388888888889,"Seg1",5,25.61335,-80.30612,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.2,3.9,57.2,"polyhaline",21.69,7.77,NA,115,40,90.5,21.8,26.3,0.240883977900552,0.29060773480663,8.8,13,0,0,38.5,NA,143.8,0,0,"WET","5","2015",2015-09-16,0,"no food"
"Standard","C-2015-9-16-6",3881,2015-09-16,259,2015,2016,"WET",9,16,0.464583333333333,"Seg1",6,25.60904,-80.30728,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.9,5.53,79.9,"polyhaline",20.49,7.8,NA,90,40,77,19.5,35.1,0.253246753246753,0.455844155844156,1,18.5,0,0,37.5,NA,543,1,0,"WET","6","2015",2015-09-16,1,"food"
"Standard","C-2015-9-16-7",3881,2015-09-16,259,2015,2016,"WET",9,16,0.448611111111111,"Seg1",7,25.5944,-80.30761,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.6,5.14,75.6,"polyhaline",25.58,7.62,NA,80,50,56.5,26,20.1,0.460176991150442,0.355752212389381,22.5,3.5,0,0,51.5,NA,270.1,0,0,"WET","7","2015",2015-09-16,0,"no food"
"Standard","C-2016-3-20-42",4067,2016-03-20,80,2016,2016,"DRY",3,20,0.535416666666667,"Seg2",42,25.45048,-80.33058,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.2,9.74,144.3,"polyhaline",28.82,8.22,NA,67,55,81,7.6,22.7,0.0938271604938272,0.280246913580247,7.6,0,0,0,20.5,10.1,512.3,0,0,"DRY","42","2016",2016-03-20,0,"no food"
"Standard","C-2016-3-20-43",4067,2016-03-20,80,2016,2016,"DRY",3,20,0.514583333333333,"Seg2",43,25.44473,-80.33103,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.4,9.88,146.2,"polyhaline",28,8.03,NA,50,68,75,14.5,50.7,0.193333333333333,0.676,14.5,0,0,0,53.5,14.2,390.8,1,0,"DRY","43","2016",2016-03-20,1,"food"
"Standard","C-2016-3-20-44",4067,2016-03-20,80,2016,2016,"DRY",3,20,0.4875,"Seg2",44,25.44315,-80.33043,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.3,7.32,104.6,"polyhaline",26.71,7.95,NA,53,100,46,29.1,8.5,0.632608695652174,0.184782608695652,5.1,24,0,0,100,17.8,723.1,2,0,"DRY","44","2016",2016-03-20,2,"food"
"Standard","C-2016-3-20-45",4067,2016-03-20,80,2016,2016,"DRY",3,20,0.4625,"Seg2",45,25.43766,-80.32411,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27,8.69,127.3,"polyhaline",28.12,8.05,NA,62,3,92.5,8.1,76.7,0.0875675675675676,0.829189189189189,7,1.1,0,0,2.4,19.6,724.8,0,0,"DRY","45","2016",2016-03-20,0,"no food"
"Standard","C-2016-3-20-46",4067,2016-03-20,80,2016,2016,"DRY",3,20,0.440277777777778,"Seg2",46,25.43744,-80.32162,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.9,7.26,104.7,"polyhaline",26.42,8,NA,52,4,76,15.1,40.6,0.198684210526316,0.534210526315789,9.1,6,0,0,3.2,9.8,822.5,0,0,"DRY","46","2016",2016-03-20,0,"no food"
